year_week_id,staff_id,first_name,last_name,weekly_hours,weekly_wages
202312,st0011,Ivan,English,40.0000,800.00
202312,st0014,Areeb,Vasquez,24.0000,408.00
202312,st0018,Omar,Sheikh,24.0000,408.00
202312,st0020,Olivia,Reed,24.0000,408.00
202312,st0022,Ava,Brooks,24.0000,408.00
202312,st0032,Chloe,Kelly,24.0000,720.00
202313,st0001,Mindy,Sloan,32.0000,864.00
202313,st0005,Arran,Hodgson,40.0000,920.00
202313,st0012,Jonathan,Bradford,40.0000,800.00
202313,st0010,Desiree,Gardner,40.0000,800.00
202313,st0014,Areeb,Vasquez,24.0000,408.00
202313,st0020,Olivia,Reed,24.0000,408.00
202313,st0022,Ava,Brooks,24.0000,408.00
202313,st0032,Chloe,Kelly,32.0000,960.00
202314,st0001,Mindy,Sloan,40.0000,1080.00
202314,st0006,Seren,Lindsey,40.0000,920.00
202314,st0010,Desiree,Gardner,40.0000,800.00
202314,st0013,Matilda,McCarty,40.0000,800.00
202314,st0018,Omar,Sheikh,24.0000,408.00
202314,st0017,Nadia,Khan,24.0000,408.00
202314,st0023,Noah,Hayes,24.0000,408.00
202314,st0020,Olivia,Reed,24.0000,408.00
202314,st0031,Daniel,Morris,32.0000,960.00
202315,st0004,Faraz,Peck,32.0000,864.00
202315,st0005,Arran,Hodgson,32.0000,736.00
202315,st0013,Matilda,McCarty,40.0000,800.00
202315,st0010,Desiree,Gardner,40.0000,800.00
202315,st0018,Omar,Sheikh,24.0000,408.00
202315,st0014,Areeb,Vasquez,24.0000,408.00
202315,st0024,Sophia,Bennett,24.0000,408.00
202315,st0021,Liam,Turner,24.0000,408.00
202315,st0031,Daniel,Morris,32.0000,960.00
202316,st0004,Faraz,Peck,32.0000,864.00
202316,st0008,Zachery,Robins,24.0000,552.00
202316,st0012,Jonathan,Bradford,40.0000,800.00
202316,st0013,Matilda,McCarty,40.0000,800.00
202316,st0015,Amiyah,Lambert,24.0000,408.00
202316,st0017,Nadia,Khan,24.0000,408.00
202316,st0019,Ethan,Cole,24.0000,408.00
202316,st0022,Ava,Brooks,24.0000,408.00
202316,st0031,Daniel,Morris,32.0000,960.00
202317,st0001,Mindy,Sloan,40.0000,1080.00
202317,st0007,Talha,Portillo,32.0000,736.00
202317,st0012,Jonathan,Bradford,32.0000,640.00
202317,st0011,Ivan,English,40.0000,800.00
202317,st0018,Omar,Sheikh,24.0000,408.00
202317,st0015,Amiyah,Lambert,24.0000,408.00
202317,st0020,Olivia,Reed,24.0000,408.00
202317,st0021,Liam,Turner,24.0000,408.00
202317,st0031,Daniel,Morris,40.0000,1200.00
202318,st0003,Sana,Black,40.0000,1080.00
202318,st0006,Seren,Lindsey,24.0000,552.00
202318,st0009,Lily-Rose,Vaughn,40.0000,800.00
202318,st0012,Jonathan,Bradford,40.0000,800.00
202318,st0018,Omar,Sheikh,24.0000,408.00
202318,st0014,Areeb,Vasquez,24.0000,408.00
202318,st0021,Liam,Turner,24.0000,408.00
202318,st0024,Sophia,Bennett,24.0000,408.00
202318,st0032,Chloe,Kelly,32.0000,960.00
202319,st0001,Mindy,Sloan,40.0000,1080.00
202319,st0005,Arran,Hodgson,32.0000,736.00
202319,st0009,Lily-Rose,Vaughn,40.0000,800.00
202319,st0013,Matilda,McCarty,40.0000,800.00
202319,st0014,Areeb,Vasquez,24.0000,408.00
202319,st0016,Amrit,Greaves,24.0000,408.00
202319,st0020,Olivia,Reed,24.0000,408.00
202319,st0022,Ava,Brooks,24.0000,408.00
202319,st0032,Chloe,Kelly,40.0000,1200.00
202320,st0004,Faraz,Peck,40.0000,1080.00
202320,st0005,Arran,Hodgson,40.0000,920.00
202320,st0009,Lily-Rose,Vaughn,40.0000,800.00
202320,st0013,Matilda,McCarty,40.0000,800.00
202320,st0016,Amrit,Greaves,24.0000,408.00
202320,st0014,Areeb,Vasquez,24.0000,408.00
202320,st0021,Liam,Turner,24.0000,408.00
202320,st0022,Ava,Brooks,24.0000,408.00
202320,st0031,Daniel,Morris,32.0000,960.00
202321,st0002,Luqman,Cantu,40.0000,1080.00
202321,st0008,Zachery,Robins,24.0000,552.00
202321,st0010,Desiree,Gardner,40.0000,800.00
202321,st0009,Lily-Rose,Vaughn,40.0000,800.00
202321,st0015,Amiyah,Lambert,24.0000,408.00
202321,st0017,Nadia,Khan,24.0000,408.00
202321,st0019,Ethan,Cole,24.0000,408.00
202321,st0021,Liam,Turner,24.0000,408.00
202321,st0032,Chloe,Kelly,32.0000,960.00
202322,st0002,Luqman,Cantu,24.0000,648.00
202322,st0007,Talha,Portillo,40.0000,920.00
202322,st0009,Lily-Rose,Vaughn,40.0000,800.00
202322,st0012,Jonathan,Bradford,40.0000,800.00
202322,st0015,Amiyah,Lambert,24.0000,408.00
202322,st0017,Nadia,Khan,24.0000,408.00
202322,st0022,Ava,Brooks,24.0000,408.00
202322,st0021,Liam,Turner,24.0000,408.00
202322,st0031,Daniel,Morris,16.0000,480.00
202323,st0004,Faraz,Peck,16.0000,432.00
202323,st0005,Arran,Hodgson,24.0000,552.00
202323,st0010,Desiree,Gardner,40.0000,800.00
202323,st0013,Matilda,McCarty,40.0000,800.00
202323,st0018,Omar,Sheikh,24.0000,408.00
202323,st0014,Areeb,Vasquez,24.0000,408.00
202323,st0022,Ava,Brooks,24.0000,408.00
202323,st0020,Olivia,Reed,24.0000,408.00
202323,st0031,Daniel,Morris,32.0000,960.00
202324,st0004,Faraz,Peck,32.0000,864.00
202324,st0007,Talha,Portillo,40.0000,920.00
202324,st0010,Desiree,Gardner,40.0000,800.00
202324,st0011,Ivan,English,40.0000,800.00
202324,st0014,Areeb,Vasquez,24.0000,408.00
202324,st0018,Omar,Sheikh,24.0000,408.00
202324,st0021,Liam,Turner,24.0000,408.00
202324,st0024,Sophia,Bennett,24.0000,408.00
202324,st0031,Daniel,Morris,40.0000,1200.00
202325,st0002,Luqman,Cantu,16.0000,432.00
202325,st0008,Zachery,Robins,24.0000,552.00
202325,st0010,Desiree,Gardner,40.0000,800.00
202325,st0012,Jonathan,Bradford,40.0000,800.00
202325,st0014,Areeb,Vasquez,24.0000,408.00
202325,st0016,Amrit,Greaves,24.0000,408.00
202325,st0024,Sophia,Bennett,24.0000,408.00
202325,st0021,Liam,Turner,24.0000,408.00
202325,st0032,Chloe,Kelly,40.0000,1200.00
202326,st0004,Faraz,Peck,32.0000,864.00
202326,st0007,Talha,Portillo,24.0000,552.00
202326,st0012,Jonathan,Bradford,40.0000,800.00
202326,st0013,Matilda,McCarty,40.0000,800.00
202326,st0015,Amiyah,Lambert,24.0000,408.00
202326,st0016,Amrit,Greaves,24.0000,408.00
202326,st0021,Liam,Turner,24.0000,408.00
202326,st0022,Ava,Brooks,24.0000,408.00
202326,st0032,Chloe,Kelly,32.0000,960.00
202327,st0001,Mindy,Sloan,32.0000,864.00
202327,st0007,Talha,Portillo,40.0000,920.00
202327,st0010,Desiree,Gardner,40.0000,800.00
202327,st0011,Ivan,English,40.0000,800.00
202327,st0018,Omar,Sheikh,24.0000,408.00
202327,st0016,Amrit,Greaves,24.0000,408.00
202327,st0022,Ava,Brooks,24.0000,408.00
202327,st0021,Liam,Turner,24.0000,408.00
202327,st0032,Chloe,Kelly,24.0000,720.00
202328,st0002,Luqman,Cantu,40.0000,1080.00
202328,st0007,Talha,Portillo,16.0000,368.00
202328,st0013,Matilda,McCarty,40.0000,800.00
202328,st0012,Jonathan,Bradford,40.0000,800.00
202328,st0014,Areeb,Vasquez,24.0000,408.00
202328,st0015,Amiyah,Lambert,24.0000,408.00
202328,st0023,Noah,Hayes,24.0000,408.00
202328,st0019,Ethan,Cole,24.0000,408.00
202328,st0031,Daniel,Morris,32.0000,960.00
202329,st0004,Faraz,Peck,24.0000,648.00
202329,st0007,Talha,Portillo,40.0000,920.00
202329,st0009,Lily-Rose,Vaughn,40.0000,800.00
202329,st0011,Ivan,English,40.0000,800.00
202329,st0015,Amiyah,Lambert,24.0000,408.00
202329,st0018,Omar,Sheikh,24.0000,408.00
202329,st0019,Ethan,Cole,24.0000,408.00
202329,st0023,Noah,Hayes,24.0000,408.00
202329,st0031,Daniel,Morris,32.0000,960.00
202330,st0003,Sana,Black,40.0000,1080.00
202330,st0005,Arran,Hodgson,32.0000,736.00
202330,st0009,Lily-Rose,Vaughn,40.0000,800.00
202330,st0013,Matilda,McCarty,40.0000,800.00
202330,st0017,Nadia,Khan,24.0000,408.00
202330,st0015,Amiyah,Lambert,24.0000,408.00
202330,st0020,Olivia,Reed,24.0000,408.00
202330,st0019,Ethan,Cole,24.0000,408.00
202330,st0031,Daniel,Morris,24.0000,720.00
202331,st0003,Sana,Black,32.0000,864.00
202331,st0008,Zachery,Robins,32.0000,736.00
202331,st0011,Ivan,English,40.0000,800.00
202331,st0012,Jonathan,Bradford,40.0000,800.00
202331,st0014,Areeb,Vasquez,24.0000,408.00
202331,st0015,Amiyah,Lambert,24.0000,408.00
202331,st0024,Sophia,Bennett,24.0000,408.00
202331,st0021,Liam,Turner,24.0000,408.00
202331,st0031,Daniel,Morris,24.0000,720.00
202332,st0001,Mindy,Sloan,40.0000,1080.00
202332,st0008,Zachery,Robins,40.0000,920.00
202332,st0010,Desiree,Gardner,40.0000,800.00
202332,st0009,Lily-Rose,Vaughn,40.0000,800.00
202332,st0017,Nadia,Khan,24.0000,408.00
202332,st0016,Amrit,Greaves,24.0000,408.00
202332,st0024,Sophia,Bennett,24.0000,408.00
202332,st0022,Ava,Brooks,24.0000,408.00
202332,st0032,Chloe,Kelly,32.0000,960.00
202333,st0002,Luqman,Cantu,32.0000,864.00
202333,st0005,Arran,Hodgson,32.0000,736.00
202333,st0013,Matilda,McCarty,40.0000,800.00
202333,st0011,Ivan,English,40.0000,800.00
202333,st0014,Areeb,Vasquez,24.0000,408.00
202333,st0018,Omar,Sheikh,24.0000,408.00
202333,st0022,Ava,Brooks,24.0000,408.00
202333,st0020,Olivia,Reed,24.0000,408.00
202333,st0031,Daniel,Morris,24.0000,720.00
202334,st0004,Faraz,Peck,24.0000,648.00
202334,st0005,Arran,Hodgson,40.0000,920.00
202334,st0011,Ivan,English,40.0000,800.00
202334,st0013,Matilda,McCarty,32.0000,640.00
202334,st0017,Nadia,Khan,24.0000,408.00
202334,st0018,Omar,Sheikh,24.0000,408.00
202334,st0022,Ava,Brooks,24.0000,408.00
202334,st0024,Sophia,Bennett,24.0000,408.00
202334,st0032,Chloe,Kelly,32.0000,960.00
202335,st0004,Faraz,Peck,40.0000,1080.00
202335,st0007,Talha,Portillo,24.0000,552.00
202335,st0013,Matilda,McCarty,40.0000,800.00
202335,st0009,Lily-Rose,Vaughn,40.0000,800.00
202335,st0014,Areeb,Vasquez,24.0000,408.00
202335,st0015,Amiyah,Lambert,24.0000,408.00
202335,st0020,Olivia,Reed,24.0000,408.00
202335,st0022,Ava,Brooks,24.0000,408.00
202335,st0031,Daniel,Morris,24.0000,720.00
202336,st0003,Sana,Black,24.0000,648.00
202336,st0006,Seren,Lindsey,32.0000,736.00
202336,st0013,Matilda,McCarty,40.0000,800.00
202336,st0010,Desiree,Gardner,40.0000,800.00
202336,st0016,Amrit,Greaves,24.0000,408.00
202336,st0014,Areeb,Vasquez,24.0000,408.00
202336,st0024,Sophia,Bennett,24.0000,408.00
202336,st0023,Noah,Hayes,24.0000,408.00
202336,st0031,Daniel,Morris,32.0000,960.00
202337,st0002,Luqman,Cantu,16.0000,432.00
202337,st0007,Talha,Portillo,32.0000,736.00
202337,st0010,Desiree,Gardner,40.0000,800.00
202337,st0009,Lily-Rose,Vaughn,32.0000,640.00
202337,st0014,Areeb,Vasquez,24.0000,408.00
202337,st0018,Omar,Sheikh,24.0000,408.00
202337,st0021,Liam,Turner,24.0000,408.00
202337,st0024,Sophia,Bennett,24.0000,408.00
202337,st0032,Chloe,Kelly,16.0000,480.00
202338,st0003,Sana,Black,32.0000,864.00
202338,st0008,Zachery,Robins,40.0000,920.00
202338,st0009,Lily-Rose,Vaughn,40.0000,800.00
202338,st0011,Ivan,English,40.0000,800.00
202338,st0014,Areeb,Vasquez,24.0000,408.00
202338,st0024,Sophia,Bennett,24.0000,408.00
202338,st0021,Liam,Turner,24.0000,408.00
202338,st0032,Chloe,Kelly,40.0000,1200.00
202339,st0001,Mindy,Sloan,24.0000,648.00
202339,st0008,Zachery,Robins,40.0000,920.00
202339,st0010,Desiree,Gardner,40.0000,800.00
202339,st0011,Ivan,English,40.0000,800.00
202339,st0016,Amrit,Greaves,24.0000,408.00
202339,st0019,Ethan,Cole,24.0000,408.00
202339,st0020,Olivia,Reed,24.0000,408.00
202339,st0031,Daniel,Morris,24.0000,720.00
202340,st0002,Luqman,Cantu,24.0000,648.00
202340,st0008,Zachery,Robins,40.0000,920.00
202340,st0013,Matilda,McCarty,40.0000,800.00
202340,st0012,Jonathan,Bradford,40.0000,800.00
202340,st0018,Omar,Sheikh,24.0000,408.00
202340,st0014,Areeb,Vasquez,24.0000,408.00
202340,st0019,Ethan,Cole,24.0000,408.00
202340,st0020,Olivia,Reed,24.0000,408.00
202340,st0031,Daniel,Morris,24.0000,720.00
202341,st0002,Luqman,Cantu,32.0000,864.00
202341,st0006,Seren,Lindsey,16.0000,368.00
202341,st0011,Ivan,English,40.0000,800.00
202341,st0010,Desiree,Gardner,40.0000,800.00
202341,st0016,Amrit,Greaves,24.0000,408.00
202341,st0020,Olivia,Reed,24.0000,408.00
202341,st0019,Ethan,Cole,24.0000,408.00
202341,st0031,Daniel,Morris,24.0000,720.00
202342,st0003,Sana,Black,32.0000,864.00
202342,st0006,Seren,Lindsey,24.0000,552.00
202342,st0011,Ivan,English,40.0000,800.00
202342,st0013,Matilda,McCarty,40.0000,800.00
202342,st0015,Amiyah,Lambert,24.0000,408.00
202342,st0016,Amrit,Greaves,24.0000,408.00
202342,st0024,Sophia,Bennett,24.0000,408.00
202342,st0019,Ethan,Cole,24.0000,408.00
202342,st0031,Daniel,Morris,40.0000,1200.00
202343,st0002,Luqman,Cantu,24.0000,648.00
202343,st0008,Zachery,Robins,24.0000,552.00
202343,st0012,Jonathan,Bradford,40.0000,800.00
202343,st0013,Matilda,McCarty,40.0000,800.00
202343,st0015,Amiyah,Lambert,24.0000,408.00
202343,st0017,Nadia,Khan,24.0000,408.00
202343,st0021,Liam,Turner,24.0000,408.00
202343,st0019,Ethan,Cole,24.0000,408.00
202343,st0032,Chloe,Kelly,32.0000,960.00
202344,st0002,Luqman,Cantu,32.0000,864.00
202344,st0005,Arran,Hodgson,24.0000,552.00
202344,st0013,Matilda,McCarty,40.0000,800.00
202344,st0009,Lily-Rose,Vaughn,40.0000,800.00
202344,st0017,Nadia,Khan,24.0000,408.00
202344,st0014,Areeb,Vasquez,24.0000,408.00
202344,st0020,Olivia,Reed,24.0000,408.00
202344,st0024,Sophia,Bennett,24.0000,408.00
202344,st0032,Chloe,Kelly,24.0000,720.00
202345,st0003,Sana,Black,32.0000,864.00
202345,st0005,Arran,Hodgson,24.0000,552.00
202345,st0011,Ivan,English,40.0000,800.00
202345,st0009,Lily-Rose,Vaughn,40.0000,800.00
202345,st0017,Nadia,Khan,24.0000,408.00
202345,st0016,Amrit,Greaves,24.0000,408.00
202345,st0022,Ava,Brooks,24.0000,408.00
202345,st0021,Liam,Turner,24.0000,408.00
202345,st0032,Chloe,Kelly,40.0000,1200.00
202346,st0002,Luqman,Cantu,24.0000,648.00
202346,st0007,Talha,Portillo,32.0000,736.00
202346,st0009,Lily-Rose,Vaughn,40.0000,800.00
202346,st0011,Ivan,English,40.0000,800.00
202346,st0014,Areeb,Vasquez,24.0000,408.00
202346,st0016,Amrit,Greaves,24.0000,408.00
202346,st0020,Olivia,Reed,24.0000,408.00
202346,st0021,Liam,Turner,24.0000,408.00
202346,st0032,Chloe,Kelly,24.0000,720.00
202347,st0001,Mindy,Sloan,40.0000,1080.00
202347,st0007,Talha,Portillo,24.0000,552.00
202347,st0010,Desiree,Gardner,40.0000,800.00
202347,st0009,Lily-Rose,Vaughn,40.0000,800.00
202347,st0016,Amrit,Greaves,24.0000,408.00
202347,st0018,Omar,Sheikh,24.0000,408.00
202347,st0021,Liam,Turner,24.0000,408.00
202347,st0020,Olivia,Reed,24.0000,408.00
202347,st0031,Daniel,Morris,24.0000,720.00
202348,st0003,Sana,Black,32.0000,864.00
202348,st0008,Zachery,Robins,16.0000,368.00
202348,st0010,Desiree,Gardner,40.0000,800.00
202348,st0009,Lily-Rose,Vaughn,40.0000,800.00
202348,st0015,Amiyah,Lambert,24.0000,408.00
202348,st0016,Amrit,Greaves,24.0000,408.00
202348,st0024,Sophia,Bennett,24.0000,408.00
202348,st0023,Noah,Hayes,24.0000,408.00
202348,st0032,Chloe,Kelly,40.0000,1200.00
202349,st0004,Faraz,Peck,40.0000,1080.00
202349,st0008,Zachery,Robins,32.0000,736.00
202349,st0010,Desiree,Gardner,40.0000,800.00
202349,st0013,Matilda,McCarty,40.0000,800.00
202349,st0018,Omar,Sheikh,24.0000,408.00
202349,st0014,Areeb,Vasquez,24.0000,408.00
202349,st0023,Noah,Hayes,24.0000,408.00
202349,st0019,Ethan,Cole,24.0000,408.00
202349,st0032,Chloe,Kelly,32.0000,960.00
202350,st0001,Mindy,Sloan,24.0000,648.00
202350,st0007,Talha,Portillo,24.0000,552.00
202350,st0013,Matilda,McCarty,40.0000,800.00
202350,st0011,Ivan,English,40.0000,800.00
202350,st0017,Nadia,Khan,24.0000,408.00
202350,st0016,Amrit,Greaves,24.0000,408.00
202350,st0022,Ava,Brooks,24.0000,408.00
202350,st0024,Sophia,Bennett,24.0000,408.00
202350,st0031,Daniel,Morris,40.0000,1200.00
202351,st0004,Faraz,Peck,24.0000,648.00
202351,st0005,Arran,Hodgson,32.0000,736.00
202351,st0010,Desiree,Gardner,40.0000,800.00
202351,st0013,Matilda,McCarty,40.0000,800.00
202351,st0016,Amrit,Greaves,24.0000,408.00
202351,st0018,Omar,Sheikh,24.0000,408.00
202351,st0022,Ava,Brooks,24.0000,408.00
202351,st0024,Sophia,Bennett,24.0000,408.00
202351,st0031,Daniel,Morris,16.0000,480.00
202352,st0002,Luqman,Cantu,32.0000,864.00
202352,st0008,Zachery,Robins,32.0000,736.00
202352,st0011,Ivan,English,40.0000,800.00
202352,st0013,Matilda,McCarty,40.0000,800.00
202352,st0015,Amiyah,Lambert,24.0000,408.00
202352,st0014,Areeb,Vasquez,24.0000,408.00
202352,st0022,Ava,Brooks,24.0000,408.00
202352,st0024,Sophia,Bennett,24.0000,408.00
202352,st0032,Chloe,Kelly,24.0000,720.00
202401,st0003,Sana,Black,24.0000,648.00
202401,st0005,Arran,Hodgson,32.0000,736.00
202401,st0009,Lily-Rose,Vaughn,40.0000,800.00
202401,st0011,Ivan,English,40.0000,800.00
202401,st0014,Areeb,Vasquez,24.0000,408.00
202401,st0015,Amiyah,Lambert,24.0000,408.00
202401,st0022,Ava,Brooks,24.0000,408.00
202401,st0023,Noah,Hayes,24.0000,408.00
202401,st0032,Chloe,Kelly,32.0000,960.00
202402,st0003,Sana,Black,40.0000,1080.00
202402,st0007,Talha,Portillo,24.0000,552.00
202402,st0012,Jonathan,Bradford,40.0000,800.00
202402,st0010,Desiree,Gardner,40.0000,800.00
202402,st0014,Areeb,Vasquez,24.0000,408.00
202402,st0017,Nadia,Khan,24.0000,408.00
202402,st0022,Ava,Brooks,24.0000,408.00
202402,st0019,Ethan,Cole,24.0000,408.00
202402,st0032,Chloe,Kelly,32.0000,960.00
202403,st0001,Mindy,Sloan,40.0000,1080.00
202403,st0008,Zachery,Robins,24.0000,552.00
202403,st0010,Desiree,Gardner,40.0000,800.00
202403,st0013,Matilda,McCarty,40.0000,800.00
202403,st0014,Areeb,Vasquez,24.0000,408.00
202403,st0016,Amrit,Greaves,24.0000,408.00
202403,st0022,Ava,Brooks,24.0000,408.00
202403,st0024,Sophia,Bennett,24.0000,408.00
202403,st0032,Chloe,Kelly,16.0000,480.00
202404,st0001,Mindy,Sloan,32.0000,864.00
202404,st0008,Zachery,Robins,40.0000,920.00
202404,st0010,Desiree,Gardner,40.0000,800.00
202404,st0012,Jonathan,Bradford,40.0000,800.00
202404,st0015,Amiyah,Lambert,24.0000,408.00
202404,st0020,Olivia,Reed,24.0000,408.00
202404,st0022,Ava,Brooks,24.0000,408.00
202404,st0031,Daniel,Morris,40.0000,1200.00
202405,st0002,Luqman,Cantu,24.0000,648.00
202405,st0006,Seren,Lindsey,40.0000,920.00
202405,st0011,Ivan,English,40.0000,800.00
202405,st0013,Matilda,McCarty,40.0000,800.00
202405,st0018,Omar,Sheikh,24.0000,408.00
202405,st0014,Areeb,Vasquez,24.0000,408.00
202405,st0023,Noah,Hayes,24.0000,408.00
202405,st0020,Olivia,Reed,24.0000,408.00
202405,st0031,Daniel,Morris,24.0000,720.00
202406,st0002,Luqman,Cantu,40.0000,1080.00
202406,st0007,Talha,Portillo,16.0000,368.00
202406,st0009,Lily-Rose,Vaughn,40.0000,800.00
202406,st0013,Matilda,McCarty,40.0000,800.00
202406,st0018,Omar,Sheikh,24.0000,408.00
202406,st0017,Nadia,Khan,24.0000,408.00
202406,st0021,Liam,Turner,24.0000,408.00
202406,st0020,Olivia,Reed,24.0000,408.00
202406,st0032,Chloe,Kelly,40.0000,1200.00
202407,st0002,Luqman,Cantu,16.0000,432.00
202407,st0005,Arran,Hodgson,40.0000,920.00
202407,st0009,Lily-Rose,Vaughn,40.0000,800.00
202407,st0012,Jonathan,Bradford,40.0000,800.00
202407,st0018,Omar,Sheikh,24.0000,408.00
202407,st0016,Amrit,Greaves,24.0000,408.00
202407,st0022,Ava,Brooks,24.0000,408.00
202407,st0020,Olivia,Reed,24.0000,408.00
202407,st0032,Chloe,Kelly,24.0000,720.00
202408,st0001,Mindy,Sloan,32.0000,864.00
202408,st0008,Zachery,Robins,40.0000,920.00
202408,st0009,Lily-Rose,Vaughn,40.0000,800.00
202408,st0011,Ivan,English,32.0000,640.00
202408,st0015,Amiyah,Lambert,24.0000,408.00
202408,st0017,Nadia,Khan,24.0000,408.00
202408,st0024,Sophia,Bennett,24.0000,408.00
202408,st0020,Olivia,Reed,24.0000,408.00
202408,st0032,Chloe,Kelly,16.0000,480.00
202409,st0001,Mindy,Sloan,40.0000,1080.00
202409,st0006,Seren,Lindsey,40.0000,920.00
202409,st0012,Jonathan,Bradford,40.0000,800.00
202409,st0013,Matilda,McCarty,40.0000,800.00
202409,st0016,Amrit,Greaves,24.0000,408.00
202409,st0017,Nadia,Khan,24.0000,408.00
202409,st0020,Olivia,Reed,24.0000,408.00
202409,st0024,Sophia,Bennett,24.0000,408.00
202409,st0031,Daniel,Morris,40.0000,1200.00
202410,st0001,Mindy,Sloan,40.0000,1080.00
202410,st0006,Seren,Lindsey,16.0000,368.00
202410,st0010,Desiree,Gardner,40.0000,800.00
202410,st0012,Jonathan,Bradford,40.0000,800.00
202410,st0016,Amrit,Greaves,24.0000,408.00
202410,st0017,Nadia,Khan,24.0000,408.00
202410,st0024,Sophia,Bennett,24.0000,408.00
202410,st0021,Liam,Turner,24.0000,408.00
202410,st0032,Chloe,Kelly,24.0000,720.00
202411,st0004,Faraz,Peck,32.0000,864.00
202411,st0008,Zachery,Robins,32.0000,736.00
202411,st0011,Ivan,English,40.0000,800.00
202411,st0012,Jonathan,Bradford,40.0000,800.00
202411,st0016,Amrit,Greaves,24.0000,408.00
202411,st0015,Amiyah,Lambert,24.0000,408.00
202411,st0021,Liam,Turner,24.0000,408.00
202411,st0022,Ava,Brooks,24.0000,408.00
202411,st0032,Chloe,Kelly,24.0000,720.00
202412,st0001,Mindy,Sloan,32.0000,864.00
202412,st0005,Arran,Hodgson,24.0000,552.00
202412,st0009,Lily-Rose,Vaughn,40.0000,800.00
202412,st0013,Matilda,McCarty,40.0000,800.00
202412,st0018,Omar,Sheikh,24.0000,408.00
202412,st0016,Amrit,Greaves,24.0000,408.00
202412,st0021,Liam,Turner,24.0000,408.00
202412,st0022,Ava,Brooks,24.0000,408.00
202412,st0031,Daniel,Morris,32.0000,960.00
202413,st0003,Sana,Black,32.0000,864.00
202413,st0007,Talha,Portillo,32.0000,736.00
202413,st0010,Desiree,Gardner,40.0000,800.00
202413,st0011,Ivan,English,40.0000,800.00
202413,st0017,Nadia,Khan,24.0000,408.00
202413,st0015,Amiyah,Lambert,24.0000,408.00
202413,st0020,Olivia,Reed,24.0000,408.00
202413,st0019,Ethan,Cole,24.0000,408.00
202413,st0031,Daniel,Morris,24.0000,720.00
202414,st0003,Sana,Black,40.0000,1080.00
202414,st0007,Talha,Portillo,24.0000,552.00
202414,st0010,Desiree,Gardner,40.0000,800.00
202414,st0009,Lily-Rose,Vaughn,40.0000,800.00
202414,st0014,Areeb,Vasquez,24.0000,408.00
202414,st0019,Ethan,Cole,24.0000,408.00
202414,st0021,Liam,Turner,24.0000,408.00
202414,st0031,Daniel,Morris,40.0000,1200.00
202415,st0003,Sana,Black,32.0000,864.00
202415,st0006,Seren,Lindsey,40.0000,920.00
202415,st0009,Lily-Rose,Vaughn,40.0000,800.00
202415,st0010,Desiree,Gardner,40.0000,800.00
